id;escola;tipo;salario
88;17005620;Contrato;1500.3
89;17005620;Contrato;1500.3
90;17005620;Contrato;1500.3
91;17005620;Efetivo;3500.7
92;17005620;Efetivo;3500.7
93;17005620;Efetivo;3500.7
94;17005620;Efetivo;3500.7
95;17005620;Contrato;1500.3
96;17005620;Efetivo;3500.7
97;17005620;Contrato;1500.3
98;17005620;Contrato;1500.3
99;17005620;Contrato;1500.3
100;17005620;Efetivo;3500.7
101;17005620;Efetivo;3500.7
102;17005620;Efetivo;3500.7
103;17005620;Efetivo;3500.7
104;17005620;Contrato;1500.3
105;17005620;Efetivo;3500.7
106;17005620;Contrato;1500.3
107;17005620;Efetivo;3500.7
108;17005620;Efetivo;3500.7
109;17005620;Contrato;1500.3
110;17005620;Contrato;1500.3
111;17005620;Efetivo;3500.7
112;17005620;Efetivo;3500.7
113;17005620;Contrato;1500.3
114;17005620;Efetivo;3500.7
115;17005620;Contrato;1500.3
116;17005620;Contrato;1500.3
117;17005620;Contrato;1500.3
118;17005620;Contrato;1500.3
119;17005620;Efetivo;3500.7
120;17005620;Contrato;1500.3
121;17005620;Contrato;1500.3
122;17005620;Contrato;1500.3
123;17005620;Efetivo;3500.7
124;17005620;Efetivo;3500.7
125;17005620;Efetivo;3500.7
126;17005990;Contrato;1500.3
127;17005990;Efetivo;3500.7
128;17005990;Contrato;1500.3
129;17005990;Contrato;1500.3
130;17005990;Efetivo;3500.7
131;17005990;Contrato;1500.3
132;17005990;Efetivo;3500.7
133;17005990;Efetivo;3500.7
134;17005990;Contrato;1500.3
135;17005990;Contrato;1500.3
136;17005990;Efetivo;3500.7
137;17005990;Contrato;1500.3
138;17005990;Contrato;1500.3
139;17005990;Efetivo;3500.7
140;17005990;Contrato;1500.3
141;17005990;Contrato;1500.3
142;17005990;Contrato;1500.3
143;17005990;Efetivo;3500.7
144;17005990;Efetivo;3500.7
145;17005990;Efetivo;3500.7
146;17005990;Efetivo;3500.7
147;17005990;Contrato;1500.3
148;17005990;Efetivo;3500.7
149;17005990;Efetivo;3500.7
150;17005990;Contrato;1500.3
151;17005990;Contrato;1500.3
152;17005990;Contrato;1500.3
153;17005990;Efetivo;3500.7
154;17005990;Efetivo;3500.7
155;17005990;Contrato;1500.3
156;17005990;Efetivo;3500.7
157;17005990;Contrato;1500.3
158;17005990;Contrato;1500.3
159;17005990;Efetivo;3500.7
160;17005990;Contrato;1500.3
161;17005990;Efetivo;3500.7
162;17005990;Contrato;1500.3
163;17005990;Efetivo;3500.7
164;17005990;Efetivo;3500.7
165;17005990;Efetivo;3500.7
166;17005990;Contrato;1500.3
167;17005990;Contrato;1500.3
168;17005990;Efetivo;3500.7
169;17005990;Efetivo;3500.7
170;17005990;Contrato;1500.3
171;17005990;Efetivo;3500.7
172;17005990;Contrato;1500.3
173;17005990;Contrato;1500.3
174;17005990;Contrato;1500.3
175;17005990;Contrato;1500.3
176;17005990;Efetivo;3500.7
177;17005990;Contrato;1500.3
178;17005990;Contrato;1500.3
179;17005990;Contrato;1500.3
180;17005990;Contrato;1500.3
181;17005990;Contrato;1500.3
182;17005990;Contrato;1500.3
183;17005990;Efetivo;3500.7
184;17005990;Contrato;1500.3
185;17005990;Contrato;1500.3
186;17005990;Contrato;1500.3
187;17005990;Contrato;1500.3
188;17005990;Contrato;1500.3
189;17005990;Efetivo;3500.7
190;17005990;Contrato;1500.3
191;17005990;Efetivo;3500.7
192;17006244;Contrato;1500.3
193;17006244;Contrato;1500.3
194;17006244;Contrato;1500.3
195;17006244;Contrato;1500.3
196;17006244;Efetivo;3500.7
197;17006244;Efetivo;3500.7
198;17006244;Contrato;1500.3
199;17006244;Efetivo;3500.7
200;17006244;Contrato;1500.3
201;17006244;Contrato;1500.3
202;17006244;Efetivo;3500.7
203;17006244;Efetivo;3500.7
204;17006244;Contrato;1500.3
205;17006244;Contrato;1500.3
206;17006244;Contrato;1500.3
207;17006244;Efetivo;3500.7
208;17006244;Contrato;1500.3
209;17006244;Efetivo;3500.7
210;17006244;Efetivo;3500.7
211;17006244;Contrato;1500.3
212;17006244;Contrato;1500.3
213;17006244;Contrato;1500.3
214;17006244;Contrato;1500.3
215;17006244;Contrato;1500.3
216;17006244;Efetivo;3500.7
217;17006244;Contrato;1500.3
218;17006244;Contrato;1500.3
219;17006244;Efetivo;3500.7
220;17006244;Efetivo;3500.7
221;17005434;Contrato;1500.3
222;17005434;Efetivo;3500.7
223;17005434;Contrato;1500.3
224;17005434;Efetivo;3500.7
225;17005434;Efetivo;3500.7
226;17005434;Contrato;1500.3
227;17005434;Contrato;1500.3
228;17005434;Efetivo;3500.7
229;17005434;Contrato;1500.3
230;17005434;Efetivo;3500.7
231;17005434;Efetivo;3500.7
232;17005434;Contrato;1500.3
233;17005434;Efetivo;3500.7
234;17005434;Contrato;1500.3
235;17005434;Efetivo;3500.7
236;17005434;Contrato;1500.3
237;17005434;Contrato;1500.3
238;17005434;Contrato;1500.3
239;17005434;Contrato;1500.3
240;17005434;Efetivo;3500.7
241;17005434;Contrato;1500.3
242;17005434;Contrato;1500.3
243;17005434;Contrato;1500.3
244;17005434;Efetivo;3500.7
245;17005434;Contrato;1500.3
246;17005434;Contrato;1500.3
247;17005434;Efetivo;3500.7
248;17005434;Contrato;1500.3
249;17005434;Contrato;1500.3
250;17005434;Efetivo;3500.7
251;17005434;Contrato;1500.3
252;17005434;Efetivo;3500.7
253;17005434;Contrato;1500.3
254;17005434;Contrato;1500.3
255;17005434;Contrato;1500.3
256;17005434;Contrato;1500.3
257;17005434;Efetivo;3500.7
258;17005434;Contrato;1500.3
259;17005434;Contrato;1500.3
260;17005434;Efetivo;3500.7
261;17005434;Efetivo;3500.7
262;17005434;Efetivo;3500.7
263;17005434;Contrato;1500.3
264;17005434;Efetivo;3500.7
265;17005434;Contrato;1500.3
266;17005434;Contrato;1500.3
267;17005434;Efetivo;3500.7
268;17005434;Contrato;1500.3
269;17005434;Contrato;1500.3
270;17005434;Efetivo;3500.7
271;17005434;Contrato;1500.3
272;17005434;Efetivo;3500.7
273;17005647;Efetivo;3500.7
274;17005647;Contrato;1500.3
275;17005647;Contrato;1500.3
276;17005647;Contrato;1500.3
277;17005647;Efetivo;3500.7
278;17005647;Contrato;1500.3
279;17005647;Efetivo;3500.7
280;17005647;Contrato;1500.3
281;17005647;Contrato;1500.3
282;17005647;Contrato;1500.3
283;17005647;Contrato;1500.3
284;17005647;Efetivo;3500.7
285;17005647;Contrato;1500.3
286;17005647;Efetivo;3500.7
287;17005647;Contrato;1500.3
288;17005647;Contrato;1500.3
289;17005647;Contrato;1500.3
290;17005647;Contrato;1500.3
291;17005647;Contrato;1500.3
292;17005647;Contrato;1500.3
293;17005647;Contrato;1500.3
294;17005647;Efetivo;3500.7
295;17005647;Efetivo;3500.7
296;17005647;Contrato;1500.3
297;17005647;Efetivo;3500.7
298;17005647;Efetivo;3500.7
299;17005647;Contrato;1500.3
300;17006201;Contrato;1500.3
301;17006201;Contrato;1500.3
302;17006201;Contrato;1500.3
303;17006201;Efetivo;3500.7
304;17006201;Contrato;1500.3
305;17006201;Contrato;1500.3
306;17006201;Efetivo;3500.7
307;17006201;Contrato;1500.3
308;17006201;Contrato;1500.3
309;17006201;Contrato;1500.3
310;17006201;Efetivo;3500.7
311;17006201;Contrato;1500.3
312;17006201;Efetivo;3500.7
313;17006201;Contrato;1500.3
314;17006201;Efetivo;3500.7
315;17006201;Contrato;1500.3
316;17006201;Contrato;1500.3
317;17006201;Contrato;1500.3
318;17006201;Contrato;1500.3
319;17006201;Efetivo;3500.7
320;17006201;Contrato;1500.3
321;17006201;Efetivo;3500.7
322;17006210;Contrato;1500.3
323;17006210;Efetivo;3500.7
324;17006210;Contrato;1500.3
325;17006210;Efetivo;3500.7
326;17006210;Contrato;1500.3
327;17006210;Contrato;1500.3
328;17006210;Contrato;1500.3
329;17006210;Contrato;1500.3
330;17006210;Efetivo;3500.7
331;17006210;Contrato;1500.3
332;17006210;Efetivo;3500.7
333;17006210;Efetivo;3500.7
334;17006210;Contrato;1500.3
335;17006210;Efetivo;3500.7
336;17006210;Contrato;1500.3
337;17006210;Efetivo;3500.7
338;17006210;Efetivo;3500.7
339;17006210;Efetivo;3500.7
340;17006210;Efetivo;3500.7
341;17006210;Efetivo;3500.7
342;17006210;Contrato;1500.3
343;17006210;Efetivo;3500.7
344;17006210;Contrato;1500.3
345;17006210;Efetivo;3500.7
346;17006210;Contrato;1500.3
347;17006210;Contrato;1500.3
348;17006210;Efetivo;3500.7
349;17006210;Contrato;1500.3
350;17006210;Efetivo;3500.7
351;17006210;Contrato;1500.3
352;17006210;Efetivo;3500.7
353;17006210;Efetivo;3500.7
354;17006210;Contrato;1500.3
355;17006210;Efetivo;3500.7
356;17006210;Efetivo;3500.7
357;17006210;Efetivo;3500.7
358;17006210;Contrato;1500.3
359;17006210;Efetivo;3500.7
360;17006210;Contrato;1500.3
361;17006210;Contrato;1500.3
362;17006210;Efetivo;3500.7
363;17006210;Efetivo;3500.7
364;17006210;Contrato;1500.3
365;17006210;Contrato;1500.3
366;17006210;Contrato;1500.3
367;17006210;Efetivo;3500.7
368;17006210;Contrato;1500.3
369;17006210;Contrato;1500.3
370;17006210;Contrato;1500.3
371;17006210;Contrato;1500.3
372;17006210;Contrato;1500.3
373;17006210;Contrato;1500.3
374;17006210;Contrato;1500.3
375;17006210;Contrato;1500.3
376;17006210;Contrato;1500.3
377;17006210;Efetivo;3500.7
378;17006210;Contrato;1500.3
379;17006210;Contrato;1500.3
380;17006210;Contrato;1500.3
381;17006210;Contrato;1500.3
382;17006210;Contrato;1500.3
383;17006210;Efetivo;3500.7
384;17006210;Efetivo;3500.7
385;17006210;Contrato;1500.3
386;17041538;Efetivo;3500.7
387;17041538;Efetivo;3500.7
388;17041538;Contrato;1500.3
389;17041538;Contrato;1500.3
390;17041538;Efetivo;3500.7
391;17041538;Contrato;1500.3
392;17041538;Contrato;1500.3
393;17041538;Efetivo;3500.7
394;17041538;Contrato;1500.3
395;17041538;Contrato;1500.3
396;17041538;Contrato;1500.3
397;17041538;Contrato;1500.3
398;17041538;Contrato;1500.3
399;17041538;Efetivo;3500.7
400;17041538;Contrato;1500.3
401;17041538;Efetivo;3500.7
402;17041538;Contrato;1500.3
403;17041538;Efetivo;3500.7
404;17041538;Contrato;1500.3
405;17041538;Efetivo;3500.7
406;17041538;Contrato;1500.3
407;17041538;Efetivo;3500.7
408;17041538;Contrato;1500.3
409;17041538;Efetivo;3500.7
410;17041538;Efetivo;3500.7
411;17041538;Contrato;1500.3
412;17041538;Contrato;1500.3
413;17041538;Contrato;1500.3
414;17041538;Contrato;1500.3
415;17041538;Contrato;1500.3
416;17041538;Efetivo;3500.7
417;17041538;Contrato;1500.3
418;17041538;Contrato;1500.3
419;17041538;Contrato;1500.3
420;17041538;Efetivo;3500.7
421;17041538;Contrato;1500.3
422;17041538;Contrato;1500.3
423;17041538;Contrato;1500.3
424;17041538;Contrato;1500.3
425;17041538;Contrato;1500.3
426;17041538;Efetivo;3500.7
427;17041538;Contrato;1500.3
428;17041538;Efetivo;3500.7
429;17041538;Contrato;1500.3
430;17041538;Efetivo;3500.7
431;17041538;Efetivo;3500.7
432;17041538;Contrato;1500.3
433;17041538;Contrato;1500.3
434;17041538;Contrato;1500.3
435;17005531;Efetivo;3500.7
436;17005531;Contrato;1500.3
437;17005531;Contrato;1500.3
438;17005531;Contrato;1500.3
439;17005531;Efetivo;3500.7
440;17005531;Contrato;1500.3
441;17005531;Efetivo;3500.7
442;17005531;Contrato;1500.3
443;17005531;Contrato;1500.3
444;17005531;Efetivo;3500.7
445;17005531;Contrato;1500.3
446;17005531;Efetivo;3500.7
447;17005531;Contrato;1500.3
448;17005531;Efetivo;3500.7
449;17005531;Contrato;1500.3
450;17005531;Efetivo;3500.7
451;17005531;Contrato;1500.3
452;17005531;Contrato;1500.3
453;17005531;Contrato;1500.3
454;17005531;Contrato;1500.3
455;17005531;Contrato;1500.3
456;17005531;Contrato;1500.3
457;17005531;Efetivo;3500.7
458;17005531;Contrato;1500.3
459;17005531;Efetivo;3500.7
460;17005531;Contrato;1500.3
461;17005531;Efetivo;3500.7
462;17005531;Contrato;1500.3
463;17005531;Contrato;1500.3
464;17005531;Contrato;1500.3
465;17005531;Contrato;1500.3
466;17005531;Efetivo;3500.7
467;17005531;Contrato;1500.3
468;17005531;Contrato;1500.3
469;17005531;Efetivo;3500.7
470;17005531;Contrato;1500.3
471;17005531;Contrato;1500.3
472;17005531;Efetivo;3500.7
473;17005531;Efetivo;3500.7
474;17005531;Contrato;1500.3
475;17005531;Contrato;1500.3
476;17005531;Efetivo;3500.7
477;17005531;Efetivo;3500.7
478;17005531;Contrato;1500.3
479;17005531;Contrato;1500.3
480;17005531;Contrato;1500.3
481;17005531;Efetivo;3500.7
482;17005531;Efetivo;3500.7
483;17005531;Contrato;1500.3
484;17005531;Efetivo;3500.7
485;17005531;Contrato;1500.3
486;17005531;Efetivo;3500.7
487;17005531;Contrato;1500.3
488;17005531;Contrato;1500.3
489;17005531;Efetivo;3500.7
490;17005531;Efetivo;3500.7
491;17005531;Efetivo;3500.7
492;17005531;Contrato;1500.3
493;17005531;Efetivo;3500.7
494;17005531;Contrato;1500.3
495;17005531;Contrato;1500.3
496;17005531;Efetivo;3500.7
497;17005531;Efetivo;3500.7
498;17005531;Contrato;1500.3
499;17005531;Efetivo;3500.7
500;17005531;Contrato;1500.3
501;17005531;Contrato;1500.3
502;17005531;Efetivo;3500.7
503;17005531;Contrato;1500.3
504;17005531;Contrato;1500.3
505;17005531;Efetivo;3500.7
506;17005531;Efetivo;3500.7
507;17005531;Contrato;1500.3
508;17005531;Contrato;1500.3
509;17005531;Efetivo;3500.7
510;17005531;Contrato;1500.3
511;17005531;Contrato;1500.3
512;17005531;Efetivo;3500.7
513;17005531;Efetivo;3500.7
514;17005531;Contrato;1500.3
515;17005531;Contrato;1500.3
516;17005531;Contrato;1500.3
517;17005531;Efetivo;3500.7
518;17005531;Efetivo;3500.7
519;17005566;Contrato;1500.3
520;17005566;Contrato;1500.3
521;17005566;Contrato;1500.3
522;17005566;Efetivo;3500.7
523;17005566;Efetivo;3500.7
524;17005566;Efetivo;3500.7
525;17005566;Efetivo;3500.7
526;17005566;Efetivo;3500.7
527;17005566;Contrato;1500.3
528;17005566;Efetivo;3500.7
529;17005566;Contrato;1500.3
530;17005566;Contrato;1500.3
531;17005566;Contrato;1500.3
532;17005566;Contrato;1500.3
533;17005566;Contrato;1500.3
534;17005566;Contrato;1500.3
535;17005566;Contrato;1500.3
536;17005566;Contrato;1500.3
537;17005566;Contrato;1500.3
538;17005566;Efetivo;3500.7
539;17005566;Contrato;1500.3
540;17005566;Efetivo;3500.7
541;17005566;Efetivo;3500.7
542;17005566;Contrato;1500.3
543;17005566;Efetivo;3500.7
544;17005566;Contrato;1500.3
545;17005566;Contrato;1500.3
546;17005566;Efetivo;3500.7
547;17005566;Efetivo;3500.7
548;17005566;Efetivo;3500.7
549;17005566;Contrato;1500.3
550;17005566;Contrato;1500.3
551;17005566;Contrato;1500.3
552;17005566;Contrato;1500.3
553;17005566;Efetivo;3500.7
554;17005566;Contrato;1500.3
555;17005566;Contrato;1500.3
556;17005566;Efetivo;3500.7
557;17005566;Efetivo;3500.7
558;17005566;Contrato;1500.3
559;17005566;Contrato;1500.3
560;17005566;Contrato;1500.3
561;17005566;Efetivo;3500.7
562;17005566;Contrato;1500.3
563;17005566;Contrato;1500.3
564;17005566;Efetivo;3500.7
565;17005566;Contrato;1500.3
566;17005566;Efetivo;3500.7
567;17005566;Efetivo;3500.7
568;17005566;Contrato;1500.3
569;17005566;Contrato;1500.3
570;17005566;Contrato;1500.3
571;17005566;Contrato;1500.3
572;17005566;Efetivo;3500.7
573;17005566;Contrato;1500.3
574;17005566;Contrato;1500.3
575;17005566;Efetivo;3500.7
576;17005566;Efetivo;3500.7
577;17005566;Contrato;1500.3
578;17005566;Contrato;1500.3
579;17005566;Efetivo;3500.7
580;17005566;Contrato;1500.3
581;17005566;Efetivo;3500.7
582;17005566;Contrato;1500.3
583;17005566;Contrato;1500.3
584;17005566;Contrato;1500.3
585;17005566;Contrato;1500.3
586;17005566;Efetivo;3500.7
587;17005566;Efetivo;3500.7
588;17005566;Efetivo;3500.7
589;17005566;Efetivo;3500.7
590;17005566;Efetivo;3500.7
591;17005566;Efetivo;3500.7
592;17005566;Contrato;1500.3
593;17005566;Efetivo;3500.7
594;17005566;Efetivo;3500.7
595;17005566;Efetivo;3500.7
596;17005566;Efetivo;3500.7
597;17005566;Efetivo;3500.7
598;17005566;Contrato;1500.3
599;17005566;Efetivo;3500.7
600;17005566;Efetivo;3500.7
601;17006147;Contrato;1500.3
602;17006147;Efetivo;3500.7
603;17006147;Efetivo;3500.7
604;17006147;Efetivo;3500.7
605;17006147;Contrato;1500.3
606;17006147;Contrato;1500.3
607;17006147;Contrato;1500.3
608;17006147;Efetivo;3500.7
609;17006147;Efetivo;3500.7
610;17006147;Contrato;1500.3
611;17006147;Contrato;1500.3
612;17006147;Contrato;1500.3
613;17006147;Efetivo;3500.7
614;17006147;Contrato;1500.3
615;17006147;Contrato;1500.3
616;17006147;Efetivo;3500.7
617;17006147;Efetivo;3500.7
618;17006147;Contrato;1500.3
619;17006147;Efetivo;3500.7
620;17006147;Efetivo;3500.7
621;17006147;Efetivo;3500.7
622;17006147;Efetivo;3500.7
623;17006147;Efetivo;3500.7
624;17006147;Contrato;1500.3
625;17006147;Contrato;1500.3
626;17006147;Contrato;1500.3
627;17006147;Contrato;1500.3
628;17006147;Contrato;1500.3
629;17006147;Contrato;1500.3
630;17006147;Efetivo;3500.7
631;17006147;Contrato;1500.3
632;17006147;Contrato;1500.3
633;17006147;Contrato;1500.3
634;17006147;Contrato;1500.3
635;17006147;Efetivo;3500.7
636;17006147;Contrato;1500.3
637;17006147;Contrato;1500.3
638;17006147;Efetivo;3500.7
639;17006147;Contrato;1500.3
640;17006147;Contrato;1500.3
641;17006147;Contrato;1500.3
642;17006147;Contrato;1500.3
643;17006147;Contrato;1500.3
644;17006147;Contrato;1500.3
645;17006147;Efetivo;3500.7
646;17006147;Contrato;1500.3
647;17006147;Contrato;1500.3
648;17006147;Efetivo;3500.7
649;17006147;Contrato;1500.3
650;17006147;Contrato;1500.3
651;17006147;Efetivo;3500.7
652;17006147;Efetivo;3500.7
653;17006147;Contrato;1500.3
654;17006147;Contrato;1500.3
655;17006147;Efetivo;3500.7
656;17006147;Contrato;1500.3
657;17041481;Efetivo;3500.7
658;17041481;Contrato;1500.3
659;17041481;Contrato;1500.3
660;17041481;Contrato;1500.3
661;17041481;Efetivo;3500.7
662;17041481;Efetivo;3500.7
663;17041481;Efetivo;3500.7
664;17041481;Contrato;1500.3
665;17041481;Contrato;1500.3
666;17041481;Efetivo;3500.7
667;17041481;Efetivo;3500.7
668;17041481;Contrato;1500.3
669;17041481;Contrato;1500.3
670;17041481;Contrato;1500.3
671;17041481;Efetivo;3500.7
672;17041481;Contrato;1500.3
673;17041481;Efetivo;3500.7
674;17041481;Contrato;1500.3
675;17041481;Contrato;1500.3
676;17041481;Contrato;1500.3
677;17041481;Efetivo;3500.7
678;17041481;Contrato;1500.3
679;17041481;Contrato;1500.3
680;17041481;Contrato;1500.3
681;17041481;Efetivo;3500.7
682;17041481;Contrato;1500.3
683;17050510;Efetivo;3500.7
684;17050510;Efetivo;3500.7
685;17050510;Contrato;1500.3
686;17050510;Efetivo;3500.7
687;17050510;Contrato;1500.3
688;17050510;Contrato;1500.3
689;17050510;Efetivo;3500.7
690;17050510;Efetivo;3500.7
691;17050510;Efetivo;3500.7
692;17050510;Efetivo;3500.7
693;17050510;Contrato;1500.3
694;17050510;Contrato;1500.3
695;17050510;Contrato;1500.3
696;17050510;Efetivo;3500.7
697;17050510;Contrato;1500.3
698;17050510;Efetivo;3500.7
699;17050510;Contrato;1500.3
700;17050510;Contrato;1500.3
701;17050510;Contrato;1500.3
702;17050510;Contrato;1500.3
703;17050510;Contrato;1500.3
704;17050510;Efetivo;3500.7
705;17050510;Efetivo;3500.7
706;17050510;Contrato;1500.3
707;17050510;Contrato;1500.3
708;17050510;Efetivo;3500.7
709;17050510;Contrato;1500.3
710;17050510;Contrato;1500.3
711;17050510;Contrato;1500.3
712;17050510;Contrato;1500.3
713;17050510;Efetivo;3500.7
714;17050510;Contrato;1500.3
715;17050510;Contrato;1500.3
716;17050510;Contrato;1500.3
717;17050510;Contrato;1500.3
718;17050510;Efetivo;3500.7
719;17050510;Efetivo;3500.7
720;17050510;Contrato;1500.3
721;17050510;Contrato;1500.3
722;17050510;Contrato;1500.3
723;17050510;Contrato;1500.3
724;17050510;Efetivo;3500.7
725;17050510;Contrato;1500.3
726;17050510;Contrato;1500.3
727;17050510;Contrato;1500.3
728;17050510;Contrato;1500.3
729;17050510;Efetivo;3500.7
730;17050510;Efetivo;3500.7
731;17050510;Contrato;1500.3
732;17050510;Efetivo;3500.7
733;17050510;Contrato;1500.3
734;17050510;Contrato;1500.3
735;17050510;Efetivo;3500.7
736;17050510;Contrato;1500.3
737;17050510;Contrato;1500.3
738;17050510;Efetivo;3500.7
739;17006090;Efetivo;3500.7
740;17006090;Contrato;1500.3
741;17006090;Efetivo;3500.7
742;17006090;Contrato;1500.3
743;17006090;Efetivo;3500.7
744;17006090;Efetivo;3500.7
745;17006090;Contrato;1500.3
746;17006090;Contrato;1500.3
747;17006090;Contrato;1500.3
748;17006090;Contrato;1500.3
749;17006090;Efetivo;3500.7
750;17006090;Contrato;1500.3
751;17006090;Contrato;1500.3
752;17006090;Contrato;1500.3
753;17006090;Contrato;1500.3
754;17006090;Efetivo;3500.7
755;17006090;Efetivo;3500.7
756;17006090;Contrato;1500.3
757;17006090;Efetivo;3500.7
758;17006090;Efetivo;3500.7
759;17006090;Contrato;1500.3
760;17006090;Contrato;1500.3
761;17006090;Efetivo;3500.7
762;17006090;Contrato;1500.3
763;17006090;Efetivo;3500.7
764;17006090;Contrato;1500.3
765;17006090;Efetivo;3500.7
766;17006090;Contrato;1500.3
767;17006090;Contrato;1500.3
768;17006090;Contrato;1500.3
769;17006090;Contrato;1500.3
770;17006090;Contrato;1500.3
771;17006090;Contrato;1500.3
772;17006090;Contrato;1500.3
773;17006090;Contrato;1500.3
774;17006090;Efetivo;3500.7
775;17006090;Efetivo;3500.7
776;17006090;Efetivo;3500.7
777;17006090;Contrato;1500.3
778;17006090;Contrato;1500.3
779;17006090;Contrato;1500.3
780;17006260;Contrato;1500.3
781;17006260;Efetivo;3500.7
782;17006260;Contrato;1500.3
783;17006260;Efetivo;3500.7
784;17006260;Contrato;1500.3
785;17006260;Efetivo;3500.7
786;17006260;Efetivo;3500.7
787;17006260;Efetivo;3500.7
788;17006260;Efetivo;3500.7
789;17006260;Efetivo;3500.7
790;17006260;Contrato;1500.3
791;17006260;Efetivo;3500.7
792;17006260;Contrato;1500.3
793;17006260;Contrato;1500.3
794;17006260;Efetivo;3500.7
795;17006260;Contrato;1500.3
796;17006260;Efetivo;3500.7
797;17006260;Contrato;1500.3
798;17006260;Efetivo;3500.7
799;17006260;Efetivo;3500.7
800;17006260;Efetivo;3500.7
801;17006260;Contrato;1500.3
802;17006260;Contrato;1500.3
803;17006260;Efetivo;3500.7
804;17006260;Efetivo;3500.7
805;17006260;Contrato;1500.3
806;17006260;Efetivo;3500.7
807;17006260;Contrato;1500.3
808;17006260;Efetivo;3500.7
809;17006260;Contrato;1500.3
810;17006260;Contrato;1500.3
811;17006260;Contrato;1500.3
812;17006260;Contrato;1500.3
813;17006260;Efetivo;3500.7
814;17006260;Efetivo;3500.7
815;17006260;Contrato;1500.3
816;17006260;Contrato;1500.3
817;17006260;Efetivo;3500.7
818;17006260;Efetivo;3500.7
819;17006260;Contrato;1500.3
820;17006260;Contrato;1500.3
821;17006260;Efetivo;3500.7
822;17006260;Contrato;1500.3
823;17006260;Efetivo;3500.7
824;17006260;Efetivo;3500.7
825;17006260;Efetivo;3500.7
826;17006260;Contrato;1500.3
827;17006260;Efetivo;3500.7
828;17006260;Efetivo;3500.7
829;17006260;Efetivo;3500.7
830;17006260;Contrato;1500.3
831;17006260;Contrato;1500.3
832;17006260;Contrato;1500.3
833;17006260;Contrato;1500.3
834;17006260;Efetivo;3500.7
835;17006260;Contrato;1500.3
836;17006260;Efetivo;3500.7
837;17006260;Efetivo;3500.7
838;17006260;Contrato;1500.3
839;17006260;Efetivo;3500.7
840;17006260;Contrato;1500.3
841;17006260;Efetivo;3500.7
842;17006260;Contrato;1500.3
843;17006260;Contrato;1500.3
844;17006260;Contrato;1500.3
845;17006260;Contrato;1500.3
846;17006260;Contrato;1500.3
847;17006260;Contrato;1500.3
848;17006260;Contrato;1500.3
849;17006260;Contrato;1500.3
850;17006260;Contrato;1500.3
851;17006260;Contrato;1500.3
